year,country_code,metric_code,people_code,count,proportion,total_respondents
2021,AGO,arrest_atrisk,0,0,0,12
2021,AGO,arrest_atrisk,1,3,.25,12
2021,AGO,arrest_atrisk,2,1,.083333336,12
2021,AGO,arrest_atrisk,3,2,.16666667,12
2021,AGO,arrest_atrisk,4,1,.083333336,12
2021,AGO,arrest_atrisk,5,2,.16666667,12
2021,AGO,arrest_atrisk,6,1,.083333336,12
2021,AGO,arrest_atrisk,7,2,.16666667,12
2021,AGO,arrest_atrisk,8,2,.16666667,12
2021,AGO,arrest_atrisk,9,1,.083333336,12
2021,AGO,arrest_atrisk,10,2,.16666667,12
2021,AGO,arrest_atrisk,11,0,0,12
2021,AGO,arrest_atrisk,12,3,.25,12
2021,AGO,arrest_atrisk,13,1,.083333336,12
2021,AGO,arrest_atrisk,14,1,.083333336,12
2021,AGO,arrest_atrisk,15,1,.083333336,12
2021,AGO,arrest_atrisk,16,7,.58333331,12
2021,AGO,arrest_atrisk,17,4,.33333334,12
2021,AGO,arrest_atrisk,18,8,.66666669,12
2021,AGO,arrest_atrisk,19,6,.5,12
2021,AGO,arrest_atrisk,20,6,.5,12
2021,AGO,arrest_atrisk,21,3,.25,12
2021,AGO,arrest_atrisk,22,3,.25,12
2021,AGO,arrest_atrisk,23,3,.25,12
2021,AGO,arrest_atrisk,24,3,.25,12
2021,AGO,arrest_atrisk,25,3,.25,12
2021,AGO,arrest_atrisk,26,3,.25,12
2021,AGO,arrest_atrisk,27,2,.16666667,12
2021,AGO,arrest_atrisk,28,1,.083333336,12
2021,AGO,arrest_atrisk,29,3,.25,12
2021,AGO,arrest_atrisk,30,2,.16666667,12
2021,AGO,arrest_atrisk,31,1,.083333336,12
2021,AGO,arrest_atrisk,32,1,.083333336,12
2021,AGO,arrest_atrisk,33,2,.16666667,12
2021,AGO,arrest_atrisk,34,0,0,12
2021,AGO,arrest_atrisk,35,2,.16666667,12
2021,AGO,arrest_atrisk,36,1,.083333336,12
2021,AGO,arrest_atrisk,37,1,.083333336,12
2021,AGO,arrest_atrisk,38,0,0,12
2021,AGO,arrest_atrisk,39,4,.33333334,12
2021,AGO,assem_atrisk,0,2,.13333334,15
2021,AGO,assem_atrisk,1,3,.2,15
2021,AGO,assem_atrisk,2,2,.13333334,15
2021,AGO,assem_atrisk,3,3,.2,15
2021,AGO,assem_atrisk,4,1,.06666667,15
2021,AGO,assem_atrisk,5,1,.06666667,15
2021,AGO,assem_atrisk,6,4,.26666668,15
2021,AGO,assem_atrisk,7,2,.13333334,15
2021,AGO,assem_atrisk,8,3,.2,15
2021,AGO,assem_atrisk,9,0,0,15
2021,AGO,assem_atrisk,10,1,.06666667,15
2021,AGO,assem_atrisk,11,1,.06666667,15
2021,AGO,assem_atrisk,12,2,.13333334,15
