country_code,year,metric_code,group,standard,score_wrt_immediate_duty,score_wrt_global_best,average_immediate_duty_wrt_global_best
AGO,2007,Work,All,Core,45.3198613064128,40.3,88.9234848437135
AGO,2008,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2009,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2010,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2011,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2012,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2013,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2014,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2015,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2016,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2017,Work,All,Core,40.4499393920434,39.4,97.4043486644878
AGO,2018,Work,All,Core,28.0174292340516,26.8,95.6547432532746
ALB,2007,Work,All,Core,93.2069791046708,91.3,97.9540382887753
ALB,2008,Work,All,Core,94.6143524668419,94.6143524668419,100
ALB,2009,Work,All,Core,94.6143524668419,94.6143524668419,100
ALB,2010,Work,All,Core,94.6143524668419,94.6143524668419,100
ALB,2011,Work,All,Core,94.6143524668419,94.6143524668419,100
ALB,2012,Work,All,Core,93.3091755072793,93.3091755072793,100
ALB,2013,Work,All,Core,93.3091755072793,93.3091755072793,100
ALB,2014,Work,All,Core,87.3261752634947,87.3261752634947,100
ALB,2015,Work,All,Core,90.9177696402308,90.9177696402308,100
ALB,2016,Work,All,Core,89.4264946897907,89.4264946897907,100
ALB,2017,Work,All,Core,90.5990093731688,90.5990093731688,100
ALB,2018,Work,All,Core,90.5990093731688,90.5990093731688,100
ARE,2014,Work,All,Core,100,100,100
ARE,2015,Work,All,Core,100,100,100
ARE,2016,Work,All,Core,100,100,100
ARE,2017,Work,All,Core,100,100,100
ARE,2018,Work,All,Core,100,100,100
ARG,2007,Work,All,Core,88.1450036965489,88.1450036965489,100
ARG,2008,Work,All,Core,88.124877787365,88.124877787365,100
ARG,2009,Work,All,Core,89.7996614454046,89.7996614454046,100
ARG,2010,Work,All,Core,90.1072099563536,90.1072099563536,100
ARG,2011,Work,All,Core,94.8150530366143,94.8150530366143,100
ARG,2012,Work,All,Core,94.5617316110019,94.5617316110019,100
ARG,2013,Work,All,Core,94.99294159448,94.99294159448,100
ARG,2014,Work,All,Core,94.6244706275161,94.6244706275161,100
ARG,2015,Work,All,Core,94.6244706275161,94.6244706275161,100
ARG,2016,Work,All,Core,94.815671991491,94.815671991491,100
ARG,2017,Work,All,Core,95.2288257564174,95.2288257564174,100
ARG,2018,Work,All,Core,94.1151226887751,94.1151226887751,100
ARM,2007,Work,All,Core,86.2782351786372,86.2,99.9093222311801
ARM,2008,Work,All,Core,90.3997365116212,90.3997365116212,100
ARM,2009,Work,All,Core,86.854438661698,86.1,99.1313758130007
ARM,2010,Work,All,Core,86.400403264158,85.9,99.4208322585855
ARM,2011,Work,All,Core,86.9626299485338,86.9,99.927980618145
ARM,2012,Work,All,Core,88.3760190086525,88.3760190086525,100
ARM,2013,Work,All,Core,88.1191004544643,88.1191004544643,100
ARM,2014,Work,All,Core,87.9493190013753,87.9493190013753,100
ARM,2015,Work,All,Core,89.8221752030287,89.8221752030287,100
ARM,2016,Work,All,Core,89.7233193612533,89.7233193612533,100
ARM,2017,Work,All,Core,91.0318316427633,91.0318316427633,100
ARM,2018,Work,All,Core,89.3602242602708,89.3602242602708,100
AUS,2007,Work,All,Core,98.5593654804931,98.5593654804931,100
AUS,2008,Work,All,Core,98.5021205360918,98.5021205360918,100
AUS,2009,Work,All,Core,98.5021205360918,98.5021205360918,100
AUS,2010,Work,All,Core,98.4995295830505,98.4995295830505,100
AUS,2011,Work,All,Core,98.4995295830505,98.4995295830505,100
AUS,2012,Work,All,Core,98.4995295830505,98.4995295830505,100
AUS,2013,Work,All,Core,98.4995295830505,98.4995295830505,100
AUS,2014,Work,All,Core,98.4619773336101,98.4619773336101,100
AUS,2015,Work,All,Core,98.4619773336101,98.4619773336101,100
AUS,2016,Work,All,Core,98.4619773336101,98.4619773336101,100
AUS,2017,Work,All,Core,98.4619773336101,98.4619773336101,100
AUS,2018,Work,All,Core,98.4619773336101,98.4619773336101,100
AUT,2007,Work,All,Core,98.6121148705099,98.6121148705099,100
AUT,2008,Work,All,Core,98.60425899314,98.60425899314,100
AUT,2009,Work,All,Core,98.4054743703682,98.4054743703682,100
AUT,2010,Work,All,Core,98.6216084730222,98.6216084730222,100
AUT,2011,Work,All,Core,98.6040883434666,98.6040883434666,100
AUT,2012,Work,All,Core,98.3707326234051,98.3707326234051,100
AUT,2013,Work,All,Core,99.0697286643124,99.0697286643124,100
AUT,2014,Work,All,Core,99.3022568012819,99.3022568012819,100
AUT,2015,Work,All,Core,98.3771669850033,98.3771669850033,100
AUT,2016,Work,All,Core,97.9071019028479,97.9071019028479,100
AUT,2017,Work,All,Core,99.0588739753376,99.0588739753376,100
AUT,2018,Work,All,Core,99.0588739753376,99.0588739753376,100
AZE,2007,Work,All,Core,100,100,96.2433571319396
AZE,2008,Work,All,Core,100,100,96.2433571319396
AZE,2009,Work,All,Core,100,100,96.2433571319396
AZE,2010,Work,All,Core,100,100,96.2433571319396
AZE,2011,Work,All,Core,100,100,96.2433571319396
AZE,2012,Work,All,Core,100,100,96.2433571319396
AZE,2013,Work,All,Core,100,100,96.2433571319396
AZE,2014,Work,All,Core,100,100,96.2433571319396
AZE,2015,Work,All,Core,100,100,96.2433571319396
BDI,2007,Work,All,Core,60.2450243321423,6.90000000000001,11.4532280076094
BDI,2008,Work,All,Core,60.2450243321423,6.90000000000001,11.4532280076094
BDI,2009,Work,All,Core,60.2450243321423,6.90000000000001,11.4532280076094
BDI,2010,Work,All,Core,60.2450243321423,6.90000000000001,11.4532280076094
BDI,2011,Work,All,Core,60.2450243321423,6.90000000000001,11.4532280076094
BDI,2012,Work,All,Core,60.2450243321423,6.90000000000001,11.4532280076094
BDI,2013,Work,All,Core,62.2217949883688,10.4,16.7144004796777
BDI,2014,Work,All,Core,62.2217949883688,10.4,16.7144004796777
BDI,2015,Work,All,Core,62.2217949883688,10.4,16.7144004796777
BDI,2016,Work,All,Core,62.2217949883688,10.4,16.7144004796777
BDI,2017,Work,All,Core,62.2217949883688,10.4,16.7144004796777
BDI,2018,Work,All,Core,62.2217949883688,10.4,16.7144004796777
BEL,2007,Work,All,Core,99.5542154702467,99.5542154702467,100
BEL,2008,Work,All,Core,99.7773532358667,99.7773532358667,100
BEL,2009,Work,All,Core,99.5612540135483,99.5612540135483,100
BEL,2010,Work,All,Core,99.5570523737441,99.5570523737441,100
BEL,2011,Work,All,Core,99.3347270048671,99.3347270048671,100
BEL,2012,Work,All,Core,99.5559557231786,99.5559557231786,100
BEL,2013,Work,All,Core,99.5559848515588,99.5559848515588,100
BEL,2014,Work,All,Core,99.7766079188506,99.7766079188506,100
BEL,2015,Work,All,Core,99.5502694432532,99.5502694432532,100
BEL,2016,Work,All,Core,99.7741467308588,99.7741467308588,100
BEL,2017,Work,All,Core,99.5458448319622,99.5458448319622,100
BEL,2018,Work,All,Core,99.5458448319622,99.5458448319622,100
BEN,2007,Work,All,Core,29.8118979380064,21.6,72.4542933996253
BEN,2008,Work,All,Core,29.8118979380064,21.6,72.4542933996253
BEN,2009,Work,All,Core,29.8118979380064,21.6,72.4542933996253
BEN,2010,Work,All,Core,29.8118979380064,21.6,72.4542933996253
BEN,2011,Work,All,Core,31.3103930486118,23.2,74.0968021831607
BEN,2012,Work,All,Core,31.3103930486118,23.2,74.0968021831607
BEN,2013,Work,All,Core,31.3103930486118,23.2,74.0968021831607
BEN,2014,Work,All,Core,31.3103930486118,23.2,74.0968021831607
BEN,2015,Work,All,Core,30.8578553442252,23.7,76.8037821670431
BEN,2016,Work,All,Core,30.8578553442252,23.7,76.8037821670431
BEN,2017,Work,All,Core,30.8578553442252,23.7,76.8037821670431
BEN,2018,Work,All,Core,30.8578553442252,23.7,76.8037821670431
BFA,2007,Work,All,Core,41.7447700726177,19.5,46.7124383870806
BFA,2008,Work,All,Core,41.7447700726177,19.5,46.7124383870806
BFA,2009,Work,All,Core,34.0043270935215,18.2,53.5226000795277
BFA,2010,Work,All,Core,34.0043270935215,18.2,53.5226000795277
BFA,2011,Work,All,Core,34.0043270935215,18.2,53.5226000795277
BFA,2012,Work,All,Core,34.0043270935215,18.2,53.5226000795277
BFA,2013,Work,All,Core,34.0043270935215,18.2,53.5226000795277
BFA,2014,Work,All,Core,38.3683510225092,23.3,60.7271341589082
BFA,2015,Work,All,Core,38.3683510225092,23.3,60.7271341589082
BFA,2016,Work,All,Core,38.3683510225092,23.3,60.7271341589082
BFA,2017,Work,All,Core,38.3683510225092,23.3,60.7271341589082
BFA,2018,Work,All,Core,38.3683510225092,23.3,60.7271341589082
BGD,2007,Work,All,Core,50.0228586546038,34,67.9689264357362
BGD,2008,Work,All,Core,50.0228586546038,34,67.9689264357362
BGD,2009,Work,All,Core,50.0228586546038,34,67.9689264357362
BGD,2010,Work,All,Core,52.2773810163513,39.8,76.1323525131287
BGD,2011,Work,All,Core,52.2773810163513,39.8,76.1323525131287
BGD,2012,Work,All,Core,52.2773810163513,39.8,76.1323525131287
BGD,2013,Work,All,Core,52.2773810163513,39.8,76.1323525131287
BGD,2014,Work,All,Core,52.2773810163513,39.8,76.1323525131287
BGD,2015,Work,All,Core,52.2773810163513,39.8,76.1323525131287
BGD,2016,Work,All,Core,56.0812373253105,47.5,84.6985592070066
BGD,2017,Work,All,Core,56.0812373253105,47.5,84.6985592070066
BGD,2018,Work,All,Core,56.0812373253105,47.5,84.6985592070066
BGR,2007,Work,All,Core,93.8010244522327,93.8010244522327,100
BGR,2008,Work,All,Core,95.455114118058,95.455114118058,100
BGR,2009,Work,All,Core,96.1727574255903,96.1727574255903,100
BGR,2010,Work,All,Core,94.1733768839995,94.1733768839995,100
BGR,2011,Work,All,Core,93.290157137151,93.290157137151,100
BGR,2012,Work,All,Core,92.7259943008647,92.7259943008647,100
BGR,2013,Work,All,Core,93.2309412103879,93.2309412103879,100
BGR,2014,Work,All,Core,94.6461084796472,94.6461084796472,100
BGR,2015,Work,All,Core,91.6167143028224,91.6167143028224,100
BGR,2016,Work,All,Core,93.4133205110382,93.4133205110382,100
BGR,2017,Work,All,Core,95.1632230372527,95.1632230372527,100
BGR,2018,Work,All,Core,95.1632230372527,95.1632230372527,100
BIH,2007,Work,All,Core,99.5864283981814,99.5864283981814,100
BIH,2008,Work,All,Core,99.5864283981814,99.5864283981814,100
BIH,2009,Work,All,Core,99.5864283981814,99.5864283981814,100
BIH,2010,Work,All,Core,99.5864283981814,99.5864283981814,100
BIH,2011,Work,All,Core,99.2513406700543,99.2513406700543,100
BIH,2012,Work,All,Core,99.2513406700543,99.2513406700543,100
BIH,2013,Work,All,Core,99.2513406700543,99.2513406700543,100
BIH,2014,Work,All,Core,99.2513406700543,99.2513406700543,100
BIH,2015,Work,All,Core,99.2513406700543,99.2513406700543,100
BIH,2016,Work,All,Core,99.2513406700543,99.2513406700543,100
BIH,2017,Work,All,Core,99.2513406700543,99.2513406700543,100
BIH,2018,Work,All,Core,99.2513406700543,99.2513406700543,100
BLR,2007,Work,All,Core,98.6667541062502,98.6667541062502,100
BLR,2008,Work,All,Core,99.3624123192934,99.3624123192934,100
BLR,2009,Work,All,Core,99.2333882131527,99.2333882131527,100
BLR,2010,Work,All,Core,99.7343247873231,99.7343247873231,100
BLR,2011,Work,All,Core,99.8634914847059,99.8634914847059,100
BLR,2012,Work,All,Core,99.862282506435,99.862282506435,100
BLR,2013,Work,All,Core,100,100,100
BLR,2014,Work,All,Core,100,100,100
BLR,2015,Work,All,Core,100,100,100
BLR,2016,Work,All,Core,100,100,100
BLR,2017,Work,All,Core,100,100,100
BLR,2018,Work,All,Core,100,100,100
BLZ,2007,Work,All,Core,77.4919719275157,72.3,93.2999873427248
BLZ,2008,Work,All,Core,77.4919719275157,72.3,93.2999873427248
BLZ,2009,Work,All,Core,77.4919719275157,72.3,93.2999873427248
BOL,2007,Work,All,Core,78.7253917040364,73.7,93.6165554781499
BOL,2008,Work,All,Core,84.8254187696437,80,94.3113528472546
BOL,2009,Work,All,Core,86.3909442846381,81.7,94.5700972208586
BOL,2010,Work,All,Core,86.3909442846381,81.7,94.5700972208586
BOL,2011,Work,All,Core,90.1904801474984,86.1,95.4646209435754
BOL,2012,Work,All,Core,88.9933972669008,85.4,95.9621754228307
BOL,2013,Work,All,Core,90.8270574823516,87.8,96.6672293848782
BOL,2014,Work,All,Core,90.4526313785188,87.9,97.1779357442497
BOL,2015,Work,All,Core,90.5725225861652,88.4,97.6013447300219
BOL,2016,Work,All,Core,89.3357656851827,87.5,97.9450943627081
BOL,2017,Work,All,Core,89.9507175653573,88.4,98.2760364704922
BOL,2018,Work,All,Core,90.7657983738075,89.5,98.6054236325951
BRA,2007,Work,All,Core,81.9059255994757,81.9059255994757,100
BRA,2008,Work,All,Core,84.1378511593119,84.1378511593119,100
BRA,2009,Work,All,Core,85.3791212531303,85.3791212531303,100
BRA,2010,Work,All,Core,85.3791212531303,85.3791212531303,100
BRA,2011,Work,All,Core,87.4092727188648,87.4092727188648,100
BRA,2012,Work,All,Core,88.8196967186892,88.8196967186892,100
BRA,2013,Work,All,Core,90.0737078438047,90.0737078438047,100
BRA,2014,Work,All,Core,91.2081526608266,91.2081526608266,100
BRA,2015,Work,All,Core,90.5406332851614,90.5406332851614,100
BRA,2016,Work,All,Core,89.4141011407443,89.4141011407443,100
BRA,2017,Work,All,Core,89.0307594450891,89.0307594450891,100
BRA,2018,Work,All,Core,89.003585649673,89.003585649673,100
BTN,2007,Work,All,Core,72.8687670823786,69.4,95.2397066380208
BTN,2008,Work,All,Core,72.8687670823786,69.4,95.2397066380208
BTN,2009,Work,All,Core,72.8687670823786,69.4,95.2397066380208
BTN,2010,Work,All,Core,72.8687670823786,69.4,95.2397066380208
BTN,2011,Work,All,Core,72.8687670823786,69.4,95.2397066380208
BTN,2012,Work,All,Core,86.0127491236308,85.3,99.1713447937743
BTN,2013,Work,All,Core,86.0127491236308,85.3,99.1713447937743
BTN,2014,Work,All,Core,86.0127491236308,85.3,99.1713447937743
BTN,2015,Work,All,Core,86.0127491236308,85.3,99.1713447937743
BTN,2016,Work,All,Core,86.0127491236308,85.3,99.1713447937743
BTN,2017,Work,All,Core,87.0404130846354,87.0404130846354,100
BTN,2018,Work,All,Core,87.0404130846354,87.0404130846354,100
BWA,2007,Work,All,Core,48.1667795692838,48.1667795692838,100
BWA,2008,Work,All,Core,48.1667795692838,48.1667795692838,100
BWA,2009,Work,All,Core,60.0588555818531,60.0588555818531,100
BWA,2010,Work,All,Core,60.0588555818531,60.0588555818531,100
BWA,2011,Work,All,Core,60.0588555818531,60.0588555818531,100
BWA,2012,Work,All,Core,60.0588555818531,60.0588555818531,100
BWA,2013,Work,All,Core,60.0588555818531,60.0588555818531,100
BWA,2014,Work,All,Core,60.0588555818531,60.0588555818531,100
BWA,2015,Work,All,Core,55.2472372027527,55.2472372027527,100
BWA,2016,Work,All,Core,55.2472372027527,55.2472372027527,100
BWA,2017,Work,All,Core,55.2472372027527,55.2472372027527,100
BWA,2018,Work,All,Core,55.2472372027527,55.2472372027527,100
CAF,2007,Work,All,Core,59.1004573046338,15.1,25.5497176987429
CAF,2008,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2009,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2010,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2011,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2012,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2013,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2014,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2015,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2016,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2017,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAF,2018,Work,All,Core,55.3736880784959,17.1,30.8810927958412
CAN,2007,Work,All,Core,99.5663980785885,99.5663980785885,100
CAN,2008,Work,All,Core,99.5663980785885,99.5663980785885,100
CAN,2009,Work,All,Core,99.5663980785885,99.5663980785885,100
CAN,2010,Work,All,Core,99.5712669128274,99.5712669128274,100
CAN,2011,Work,All,Core,99.5712669128274,99.5712669128274,100
CAN,2012,Work,All,Core,99.5712669128274,99.5712669128274,100
CAN,2013,Work,All,Core,98.9083704523671,98.9083704523671,100
CAN,2014,Work,All,Core,98.9083704523671,98.9083704523671,100
CAN,2015,Work,All,Core,98.9083704523671,98.9083704523671,100
CAN,2016,Work,All,Core,98.9083704523671,98.9083704523671,100
CAN,2017,Work,All,Core,98.8890612772731,98.8890612772731,100
CAN,2018,Work,All,Core,98.8890612772731,98.8890612772731,100
CHE,2007,Work,All,Core,99.7426570562676,99.7426570562676,100
CHE,2008,Work,All,Core,99.7415479867811,99.7415479867811,100
CHE,2009,Work,All,Core,99.7460216075052,99.7460216075052,100
CHE,2010,Work,All,Core,99.7435787328051,99.7435787328051,100
CHE,2011,Work,All,Core,100,100,100
CHE,2012,Work,All,Core,100,100,100
CHE,2013,Work,All,Core,100,100,100
CHE,2014,Work,All,Core,100,100,100
CHE,2015,Work,All,Core,100,100,100
CHE,2016,Work,All,Core,99.7394574699199,99.7394574699199,100
CHE,2017,Work,All,Core,100,100,100
CHE,2018,Work,All,Core,100,100,100
CHL,2007,Work,All,Core,92.5664887976197,92.5664887976197,100
CHL,2008,Work,All,Core,92.5664887976197,92.5664887976197,100
CHL,2009,Work,All,Core,94.3839532958999,94.3839532958999,100
CHL,2010,Work,All,Core,94.3839532958999,94.3839532958999,100
CHL,2011,Work,All,Core,96.1626553765787,96.1626553765787,100
CHL,2012,Work,All,Core,96.1626553765787,96.1626553765787,100
CHL,2013,Work,All,Core,98.0052945866519,98.0052945866519,100
CHL,2014,Work,All,Core,98.0052945866519,98.0052945866519,100
CHL,2015,Work,All,Core,98.4506615180609,98.4506615180609,100
CHL,2016,Work,All,Core,98.4506615180609,98.4506615180609,100
CHL,2017,Work,All,Core,98.9138675901689,98.9138675901689,100
CHL,2018,Work,All,Core,98.9138675901689,98.9138675901689,100
CHN,2007,Work,All,Core,62.2121792895451,56.8,91.3004505687609
CHN,2008,Work,All,Core,67.5924114081215,65.3,96.6084781407191
CHN,2009,Work,All,Core,67.5924114081215,65.3,96.6084781407191
CHN,2010,Work,All,Core,72.1835255546031,71.4,98.9145368716989
CHN,2011,Work,All,Core,76.5879819306162,76.5,99.8851230592603
CHN,2012,Work,All,Core,79.2525047642809,79.2525047642809,100
CHN,2013,Work,All,Core,87.1421554141873,87.1421554141873,100
CHN,2014,Work,All,Core,89.5720069981145,89.5720069981145,100
CHN,2015,Work,All,Core,92.0696650123158,92.0696650123158,100
CHN,2016,Work,All,Core,93.6921937533322,93.6921937533322,100
CHN,2017,Work,All,Core,93.6921937533322,93.6921937533322,100
CHN,2018,Work,All,Core,93.6921937533322,93.6921937533322,100
CIV,2007,Work,All,Core,49.735817624604,41.9,84.2451215264075
CIV,2008,Work,All,Core,49.3802428383429,40.9,82.826648167558
CIV,2009,Work,All,Core,49.3802428383429,40.9,82.826648167558
CIV,2010,Work,All,Core,49.3802428383429,40.9,82.826648167558
CIV,2011,Work,All,Core,49.3802428383429,40.9,82.826648167558
CIV,2012,Work,All,Core,49.3802428383429,40.9,82.826648167558
CIV,2013,Work,All,Core,49.3802428383429,40.9,82.826648167558
CIV,2014,Work,All,Core,49.3802428383429,40.9,82.826648167558
CIV,2015,Work,All,Core,46.7595044724692,40.9,87.4688482297344
CIV,2016,Work,All,Core,46.7595044724692,40.9,87.4688482297344
CIV,2017,Work,All,Core,46.7595044724692,40.9,87.4688482297344
CIV,2018,Work,All,Core,46.7595044724692,40.9,87.4688482297344
CMR,2007,Work,All,Core,53.330056333625,41.6,78.0047929065675
CMR,2008,Work,All,Core,53.330056333625,41.6,78.0047929065675
CMR,2009,Work,All,Core,53.330056333625,41.6,78.0047929065675
CMR,2010,Work,All,Core,53.330056333625,41.6,78.0047929065675
CMR,2011,Work,All,Core,53.330056333625,41.6,78.0047929065675
CMR,2012,Work,All,Core,53.330056333625,41.6,78.0047929065675
CMR,2013,Work,All,Core,53.330056333625,41.6,78.0047929065675
CMR,2014,Work,All,Core,65.6800691137259,53,80.6941903612035
CMR,2015,Work,All,Core,65.6800691137259,53,80.6941903612035
CMR,2016,Work,All,Core,65.6800691137259,53,80.6941903612035
CMR,2017,Work,All,Core,65.6800691137259,53,80.6941903612035
CMR,2018,Work,All,Core,65.6800691137259,53,80.6941903612035
COD,2007,Work,All,Core,24.777359491184,1.5,6.05391385847112
COD,2008,Work,All,Core,24.777359491184,1.5,6.05391385847112
COD,2009,Work,All,Core,24.777359491184,1.5,6.05391385847112
COD,2010,Work,All,Core,24.777359491184,1.5,6.05391385847112
COD,2011,Work,All,Core,24.777359491184,1.5,6.05391385847112
COD,2012,Work,All,Core,41.9107242297666,8.59999999999999,20.5198076579454
COD,2013,Work,All,Core,41.9107242297666,8.59999999999999,20.5198076579454
COD,2014,Work,All,Core,41.9107242297666,8.59999999999999,20.5198076579454
COD,2015,Work,All,Core,41.9107242297666,8.59999999999999,20.5198076579454
COD,2016,Work,All,Core,41.9107242297666,8.59999999999999,20.5198076579454
COD,2017,Work,All,Core,41.9107242297666,8.59999999999999,20.5198076579454
COD,2018,Work,All,Core,41.9107242297666,8.59999999999999,20.5198076579454
COG,2007,Work,All,Core,26.8316120795456,23.8,88.7013420194135
COG,2008,Work,All,Core,26.8316120795456,23.8,88.7013420194135
COG,2009,Work,All,Core,26.8316120795456,23.8,88.7013420194135
COG,2010,Work,All,Core,26.8316120795456,23.8,88.7013420194135
COG,2011,Work,All,Core,41.2059406963437,37.4,90.7636116733977
COG,2012,Work,All,Core,41.2059406963437,37.4,90.7636116733977
COG,2013,Work,All,Core,41.2059406963437,37.4,90.7636116733977
COG,2014,Work,All,Core,41.2059406963437,37.4,90.7636116733977
COG,2015,Work,All,Core,41.2059406963437,37.4,90.7636116733977
COG,2016,Work,All,Core,41.2059406963437,37.4,90.7636116733977
COG,2017,Work,All,Core,41.2059406963437,37.4,90.7636116733977
COG,2018,Work,All,Core,41.2059406963437,37.4,90.7636116733977
COL,2007,Work,All,Core,75.8243810508612,75.8243810508612,100
COL,2008,Work,All,Core,75.6434712755275,75.6434712755275,100
COL,2009,Work,All,Core,77.6592212718484,77.6592212718484,100
COL,2010,Work,All,Core,79.5923461931161,79.5923461931161,100
COL,2011,Work,All,Core,81.385658124627,81.385658124627,100
COL,2012,Work,All,Core,82.1470400122479,82.1470400122479,100
COL,2013,Work,All,Core,83.2980036493159,83.2980036493159,100
COL,2014,Work,All,Core,84.1991342985256,84.1991342985256,100
COL,2015,Work,All,Core,85.5967395495383,85.5967395495383,100
COL,2016,Work,All,Core,85.6679839037259,85.6679839037259,100
COL,2017,Work,All,Core,86.7394417004326,86.7394417004326,100
COL,2018,Work,All,Core,86.6800907188986,86.6800907188986,100
COM,2007,Work,All,Core,83.2005983404146,62.6,75.2398435211639
COM,2008,Work,All,Core,83.2005983404146,62.6,75.2398435211639
COM,2009,Work,All,Core,83.2005983404146,62.6,75.2398435211639
COM,2010,Work,All,Core,83.2005983404146,62.6,75.2398435211639
COM,2011,Work,All,Core,83.2005983404146,62.6,75.2398435211639
COM,2012,Work,All,Core,83.2005983404146,62.6,75.2398435211639
COM,2013,Work,All,Core,83.2005983404146,62.6,75.2398435211639
COM,2014,Work,All,Core,77.9808357965148,60.3,77.3266910825993
COM,2015,Work,All,Core,77.9808357965148,60.3,77.3266910825993
COM,2016,Work,All,Core,77.9808357965148,60.3,77.3266910825993
COM,2017,Work,All,Core,77.9808357965148,60.3,77.3266910825993
COM,2018,Work,All,Core,77.9808357965148,60.3,77.3266910825993
CPV,2007,Work,All,Core,78.2389754115386,73.1,93.4316938782653
CPV,2008,Work,All,Core,78.2389754115386,73.1,93.4316938782653
CPV,2009,Work,All,Core,78.2389754115386,73.1,93.4316938782653
CPV,2010,Work,All,Core,78.2389754115386,73.1,93.4316938782653
CPV,2011,Work,All,Core,78.2389754115386,73.1,93.4316938782653
CPV,2012,Work,All,Core,78.2389754115386,73.1,93.4316938782653
CPV,2013,Work,All,Core,78.2389754115386,73.1,93.4316938782653
CPV,2014,Work,All,Core,78.2389754115386,73.1,93.4316938782653
CPV,2015,Work,All,Core,89.9073111216181,84.6,94.0969081875457
CPV,2016,Work,All,Core,89.9073111216181,84.6,94.0969081875457
CPV,2017,Work,All,Core,89.9073111216181,84.6,94.0969081875457
CPV,2018,Work,All,Core,89.9073111216181,84.6,94.0969081875457
CRI,2007,Work,All,Core,93.3151303672927,93.3151303672927,100
CRI,2008,Work,All,Core,93.3350421822805,93.3350421822805,100
CRI,2009,Work,All,Core,92.9134883668138,92.9134883668138,100
CRI,2010,Work,All,Core,94.6760068785488,94.6760068785488,100
CRI,2011,Work,All,Core,94.3420207960653,94.3420207960653,100
CRI,2012,Work,All,Core,94.3747476460046,94.3747476460046,100
CRI,2013,Work,All,Core,94.475322031937,94.475322031937,100
CRI,2014,Work,All,Core,94.6764509630968,94.6764509630968,100
CRI,2015,Work,All,Core,94.478146317927,94.478146317927,100
CRI,2016,Work,All,Core,94.801485856375,94.801485856375,100
CRI,2017,Work,All,Core,95.9717247192444,95.9717247192444,100
CRI,2018,Work,All,Core,94.827894008443,94.827894008443,100
CYP,2007,Work,All,Core,100,100,100
CYP,2008,Work,All,Core,100,100,100
CYP,2009,Work,All,Core,99.8018902652429,99.8018902652429,100
CYP,2010,Work,All,Core,99.8025034241996,99.8025034241996,100
CYP,2011,Work,All,Core,100,100,100
CYP,2012,Work,All,Core,100,100,100
CYP,2013,Work,All,Core,99.6313400070867,99.6313400070867,100
CYP,2014,Work,All,Core,99.6327735210501,99.6327735210501,100
CYP,2015,Work,All,Core,99.8127069735164,99.8127069735164,100
CYP,2016,Work,All,Core,99.8069409880556,99.8069409880556,100
CYP,2017,Work,All,Core,99.803694363406,99.803694363406,100
CYP,2018,Work,All,Core,99.803694363406,99.803694363406,100
CZE,2007,Work,All,Core,99.6271535893983,99.6271535893983,100
CZE,2008,Work,All,Core,99.8117912241369,99.8117912241369,100
CZE,2009,Work,All,Core,99.8167444471554,99.8167444471554,100
CZE,2010,Work,All,Core,99.8147986253217,99.8147986253217,100
CZE,2011,Work,All,Core,99.8133699946056,99.8133699946056,100
CZE,2012,Work,All,Core,99.4431782422556,99.4431782422556,100
CZE,2013,Work,All,Core,99.814306547607,99.814306547607,100
CZE,2014,Work,All,Core,99.8123186928156,99.8123186928156,100
CZE,2015,Work,All,Core,100,100,100
CZE,2016,Work,All,Core,99.8052851478381,99.8052851478381,100
CZE,2017,Work,All,Core,99.8005861464895,99.8005861464895,100
CZE,2018,Work,All,Core,99.8005861464895,99.8005861464895,100
DEU,2007,Work,All,Core,100,100,100
DEU,2008,Work,All,Core,99.5584244186068,99.5584244186068,100
DEU,2009,Work,All,Core,100,100,100
DEU,2010,Work,All,Core,99.5614123347079,99.5614123347079,100
DEU,2011,Work,All,Core,100,100,100
DEU,2012,Work,All,Core,100,100,100
DEU,2013,Work,All,Core,100,100,100
DEU,2014,Work,All,Core,100,100,100
DEU,2015,Work,All,Core,100,100,100
DEU,2016,Work,All,Core,99.5392542766998,99.5392542766998,100
DEU,2017,Work,All,Core,99.5392542766998,99.5392542766998,100
DEU,2018,Work,All,Core,99.5392542766998,99.5392542766998,100
DJI,2013,Work,All,Core,65.3734954662381,55.8,85.3556928569281
