country_code,metric_code,group,year,value,immediate_duty,immediate_duty_penalty,score_wrt_immediate_duty,global_best_penalty,score_wrt_global_best,immediate_duty_wrt_global_best,source_code
AFG,NetSecEnrol,All,2018,50.14070129,68.58174498,0,73.1108567,0,50.14070129,68.58174498, 
AFG,NetSecEnrol,Female,2007,14.40342045,55.08189797,0,26.14909976,0,14.40342045,55.08189797, 
AFG,NetSecEnrol,Female,2013,32.81660843,69.9259879,0,46.93048953,0,32.81660843,69.9259879, 
AFG,NetSecEnrol,Female,2014,33.15745163,69.70447329,0,47.5686137,0,33.15745163,69.70447329, 
AFG,NetSecEnrol,Female,2015,32.92913818,69.15522161,0,47.61627165,0,32.92913818,69.15522161, 
AFG,NetSecEnrol,Female,2016,33.81676865,68.97098181,0,49.03042955,0,33.81676865,68.97098181, 
AFG,NetSecEnrol,Female,2017,35.12171173,68.9930067,0,50.90619095,0,35.12171173,68.9930067, 
AFG,NetSecEnrol,Female,2018,36.69527054,68.58174498,0,53.50588637,0,36.69527054,68.58174498, 
AFG,NetSecEnrol,Male,2007,37.98501968,55.08189797,0,68.96098552,0,37.98501968,55.08189797, 
AFG,NetSecEnrol,Male,2013,58.91202927,69.9259879,0,84.24911973,0,58.91202927,69.9259879, 
AFG,NetSecEnrol,Male,2014,58.3368187,69.70447329,0,83.69164265,0,58.3368187,69.70447329, 
AFG,NetSecEnrol,Male,2015,57.33934021,69.15522161,0,82.91397074,0,57.33934021,69.15522161, 
AFG,NetSecEnrol,Male,2016,58.86204147,68.97098181,0,85.34319786,0,58.86204147,68.97098181, 
AFG,NetSecEnrol,Male,2017,61.08087158,68.9930067,0,88.53197521,0,61.08087158,68.9930067, 
AFG,NetSecEnrol,Male,2018,62.88953018,68.58174498,0,91.70010212,0,62.88953018,68.58174498, 
AFG,NotStunted,All,2004,40.70000076,75.00578937,0,29.99645746,0,20.50209399,68.34838418, 
AFG,NotStunted,All,2013,59.59999847,85.82542339,0,56.16341109,0,46.86192455,83.43852989, 
AFG,NotStunted,All,2018,61.79999924,85.24931928,0,60.42263384,0,49.93026605,82.63503737, 
AFG,NotStunted,Female,2004,41.5,75.00578937,0,31.62891609,0,21.61785308,68.34838418, 
AFG,NotStunted,Female,2013,60.5,85.82542339,0,57.66779079,0,48.11715686,83.43852989, 
AFG,NotStunted,Female,2018,61.90000153,85.24931928,0,60.59141601,0,50.06973927,82.63503737, 
AFG,NotStunted,Male,2004,40,75.00578937,0,28.56805324,0,19.52580278,68.34838418, 
AFG,NotStunted,Male,2013,58.70000076,85.82542339,0,54.65903777,0,45.60669757,83.43852989, 
AFG,NotStunted,Male,2018,61.70000076,85.24931928,0,60.2538581,0,49.79079816,82.63503737, 
AFG,U5Survival,All,2007,90.05000305,94.44808318,0,84.03489513,0,69.93958487,83.22683662, 
AFG,U5Survival,All,2008,90.45999908,94.54877272,0,85.21173469,0,71.17824364,83.53103466, 
AFG,U5Survival,All,2009,90.86000061,95.50966697,0,83.74791774,0,72.38670752,86.43403856, 
AFG,U5Survival,All,2010,91.23999786,96.01600213,0,83.59663357,0,73.53473553,87.96375211, 
AFG,U5Survival,All,2011,91.61000061,95.89336822,0,85.22638761,0,74.65256865,87.5932569, 
